query_idx,query_id,query_class,rank,neighbor_id,neighbor_class,cosine,same_class
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,0,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,0.9984480142593384,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,1,GTEX-X3Y1-0008-SM-4PR12,Normal Tissue,0.998418927192688,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,2,GTEX-T5JW-0008-SM-4DM5X,Normal Tissue,0.9982679486274719,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,3,GTEX-X5EB-0008-SM-46MU3,Normal Tissue,0.997292160987854,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,4,GTEX-W5X1-0008-SM-4LMKA,Normal Tissue,0.9972345232963562,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,5,GTEX-ZVP2-0008-SM-51MSL,Normal Tissue,0.9965686202049255,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,6,GTEX-11DXX-0008-SM-5Q5B8,Normal Tissue,0.9964743852615356,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,7,GTEX-QVJO-0008-SM-447AU,Normal Tissue,0.996470034122467,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,8,GTEX-WH7G-0008-SM-4LVNM,Normal Tissue,0.9964418411254883,True
299,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,9,GTEX-RTLS-0008-SM-48FET,Normal Tissue,0.9953151345252991,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,0,GTEX-TMZS-0126-SM-3DB9Q,Normal Tissue,0.9990003108978271,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,1,GTEX-T6MO-1626-SM-32QOM,Normal Tissue,0.998665452003479,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,2,GTEX-TML8-1926-SM-32QOS,Normal Tissue,0.9977042078971863,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,3,GTEX-147F4-0226-SM-5QGPW,Normal Tissue,0.9972596764564514,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,4,GTEX-13113-1926-SM-5LZWG,Normal Tissue,0.9972043037414551,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,5,GTEX-145LS-0126-SM-5QGP1,Normal Tissue,0.9971949458122253,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,6,GTEX-Y3IK-1626-SM-4YCF5,Normal Tissue,0.9970679879188538,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,7,GTEX-XQ8I-0926-SM-4BOOF,Normal Tissue,0.996881902217865,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,8,GTEX-1497J-0226-SM-5QGPU,Normal Tissue,0.9961725473403931,True
357,GTEX-Y5LM-1926-SM-5RQJH,Normal Tissue,9,GTEX-11ZU8-0126-SM-5EQ58,Normal Tissue,0.995750904083252,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,0,GTEX-12WSJ-1126-SM-5LZVJ,Normal Tissue,0.9988224506378174,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,1,GTEX-W5X1-2526-SM-3GILC,Normal Tissue,0.998206615447998,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,2,GTEX-WI4N-1026-SM-3LK7N,Normal Tissue,0.9979075789451599,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,3,GTEX-13VXU-0626-SM-5L3F9,Normal Tissue,0.9975682497024536,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,4,GTEX-11ZUS-2626-SM-5FQUR,Normal Tissue,0.9974732398986816,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,5,GTEX-133LE-2326-SM-5K7W3,Normal Tissue,0.9973291158676147,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,6,GTEX-1313W-0626-SM-5EQ4H,Normal Tissue,0.9972334504127502,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,7,GTEX-ZVP2-0326-SM-57WBP,Normal Tissue,0.9969717264175415,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,8,GTEX-ZE7O-0126-SM-57WC1,Normal Tissue,0.9967716336250305,True
1092,GTEX-1399S-0126-SM-5IJCF,Normal Tissue,9,GTEX-Y5V6-2326-SM-4VDSA,Normal Tissue,0.9967442750930786,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,0,GTEX-VUSG-0008-SM-4KL24,Normal Tissue,0.9983350038528442,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,1,GTEX-WRHU-0008-SM-4MVPB,Normal Tissue,0.9974983334541321,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,2,GTEX-RVPU-0008-SM-3NM8B,Normal Tissue,0.9967357516288757,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,3,GTEX-OOBK-0008-SM-3NB27,Normal Tissue,0.9957719445228577,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,4,GTEX-WVJS-0008-SM-4MVPC,Normal Tissue,0.9937145113945007,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,5,GTEX-WWYW-0008-SM-4MVPF,Normal Tissue,0.99315345287323,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,6,GTEX-Y8E4-0008-SM-4V6FW,Normal Tissue,0.9908449649810791,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,7,GTEX-UJHI-0008-SM-4IHL1,Normal Tissue,0.9900986552238464,True
